id,Title,Date,Permalink,Research Topics,Press Types,Categories,Year,Press Mentions,People Reached,Top Outlets,Notes
4045,"CIERA Staff, Faculty, and Students Speak at 6th Annual Statewide OSEP STEM Summit",2014-11-06,https://ciera.northwestern.edu/2014/11/06/ciera-staff-faculty-and-students-speak-at-6th-annual-statewide-osep-stem-summit/,,CIERA Stories|Northwestern Press,Achievement|Outreach|Science,2014,6,1373258,"•	Space Daily, Aug. 15, 2022",
4048,"`Kits and Cats' Celebrates Community Connections; ""Reach for the Stars"" Plays Key Role",2014-11-02,https://ciera.northwestern.edu/2014/11/02/kits-and-cats-celebrates-community-connections-reach-for-the-stars-plays-key-role/,,CIERA Stories|Northwestern Press,Achievement|Education|Event|Outreach,2014,9,2649909,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",As of 2023-05-09
4052,CIERA Fall Interdisciplinary Talk Highlights Computation in Plasma Astrophysics,2014-10-31,https://ciera.northwestern.edu/2014/10/31/ciera-fall-interdisciplinary-talk-highlights-computation-in-plasma-astrophysics/,Black Holes & Dead Stars,CIERA Stories,Event|Interdisciplinary|Science,2014,27,19438863,ANI,
4058,"Attendees Cheer at Partial Solar Eclipse Event on October 23rd, 2014",2014-10-27,https://ciera.northwestern.edu/2014/10/27/attendees-cheer-at-partial-solar-eclipse-event-on-october-23rd-2014/,,CIERA Stories|External Press|Northwestern Press,Education|Event|Outreach|Science,2014,0,,"•	Space Daily, Aug. 15, 2022",Included local evening news feature
4069,Prof. Dave Meyer Delivers New Video Course on Space Astronomy,2014-10-20,https://ciera.northwestern.edu/2014/10/20/prof-dave-meyer-delivers-new-video-course-on-space-astronomy/,,CIERA Stories|External Press,Achievement|Education|Event,2014,,,,
4071,CIERA Professor Fred Rasio Appointed to KITP Advisory Board,2014-10-03,https://ciera.northwestern.edu/2014/10/03/ciera-professor-fred-rasio-appointed-to-kitp-advisory-board/,,CIERA Stories,Achievement|Interdisciplinary,2014,5,597107,,As of 2023-05-09
4073,CIERA Postdoctoral Fellows Geller & Hicks Win Awards for “Capturing the Beauty of Science”,2014-09-30,https://ciera.northwestern.edu/2014/09/30/ciera-postdoctoral-fellows-geller-hicks-win-awards-for-capturing-the-beauty-of-science/,Galaxies & Cosmology|Life & Death of Stars,CIERA Stories|Northwestern Press,Achievement|Interdisciplinary|Science,2014,,,,
4075,"CIERA Helps Host Boy Scouts and Families for ""NU STEM & Sports"" Event",2014-09-30,https://ciera.northwestern.edu/2014/09/30/ciera-helps-host-boy-scouts-and-families-for-nu-stem-sports-event/,,CIERA Stories|Northwestern Press,Education|Event|Outreach,2014,,,,
4081,CIERA Postdoc Francesca Valsecchi and Colleagues Link Hot Super-Earths to Hot Jupiters,2014-09-25,https://ciera.northwestern.edu/2014/09/25/ciera-postdoc-francesca-valsecchi-and-colleagues-link-hot-super-earths-to-hot-jupiters/,Exoplanets & The Solar System,CIERA Stories,Achievement|Science,2014,10,27432795,MSN,Included local evening news feature
4082,Professor Meyer Named to 2014 Faculty Honor Roll,2014-09-09,https://ciera.northwestern.edu/2014/09/09/professor-meyer-named-to-2014-faculty-honor-roll/,,CIERA Stories,Achievement,2014,61,7199589,"CNET, Sky and Telescope",
4085,New Issue of “LIGO Magazine” Celebrates Major Instrument Milestone,2014-08-31,https://ciera.northwestern.edu/2014/08/31/new-issue-of-ligo-magazine-celebrates-major-instrument-milestone/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press,Achievement|Science,2013,50,733225,"•	Space Daily, Aug. 15, 2022",As of 2023-05-09
4087,"Experts on X-Ray Optics Meet at Northwestern, Discuss Next-Generation Space Telescopes",2014-08-27,https://ciera.northwestern.edu/2014/08/27/experts-on-x-ray-optics-meet-at-northwestern-discuss-next-generation-space-telescopes/,,CIERA Stories,Event|Science,2013,,,,
4089,National Science Foundation Agrees to Fund LSST Project,2014-08-22,https://ciera.northwestern.edu/2014/08/22/national-science-foundation-agrees-to-fund-lsst-project/,,CIERA Stories|External Press,Achievement|Science,2013,,,,
4091,CIERA's 2014 Summer Student Researchers,2014-08-17,https://ciera.northwestern.edu/2014/08/17/cieras-2014-summer-student-researchers/,,CIERA Stories,Education|Outreach,2013,30,62401,MSN,
4093,CIERA Hosts Galaxy Formation Workshop,2014-08-01,https://ciera.northwestern.edu/2014/08/01/ciera-hosts-galaxy-formation-workshop/,Galaxies & Cosmology,CIERA Stories,Education|Event|Science,2013,,,,
4096,LIGO on Lookout for 8 Sources of Gravitational Waves,2019-05-06,https://ciera.northwestern.edu/2019/05/06/ligo-on-lookout-for-8-sources-of-gravitational-waves/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Science,2018,43,4152294,ANI,
4100,First Gravitational Waves Detection from Neutron Star Colliding with a Black Hole,2019-05-02,https://ciera.northwestern.edu/2019/05/02/first-gravitational-waves-detection-from-neutron-star-colliding-with-a-black-hole/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Science,2018,,,,
4127,The Science that Shared Buzz Aldrin’s Space Selfie,2014-07-27,https://ciera.northwestern.edu/2014/07/27/the-science-that-shared-buzz-aldrins-space-selfie/,,External Press,Science,2013,,,,
4129,CIERA Director Elected Trustee of Aspen Center for Physics,2014-07-15,https://ciera.northwestern.edu/2014/07/15/ciera-director-elected-trustee-of-aspen-center-for-physics/,,CIERA Stories,Achievement,2013,,,,
4130,CIERA’s Shane Larson Called In As Expert On “Cityhenge”,2014-07-10,https://ciera.northwestern.edu/2014/07/10/cieras-shane-larson-called-in-as-expert-on-cityhenge/,,CIERA Stories|External Press,Achievement|Event|Outreach|Science,2013,58,1248493,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
4132,Six CIERA Students Awarded Illinois Space Grant Consortium Scholarships to Advance their Research,2014-07-06,https://ciera.northwestern.edu/2014/07/06/six-ciera-students-awarded-illinois-space-grant-consortium-scholarships-to-advance-their-research/,,CIERA Stories,Achievement|Education|Interdisciplinary,2013,0,,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
4133,CIERA Postdoc Explores Black Holes in BBC Magazine Feature,2014-07-01,https://ciera.northwestern.edu/2014/07/01/ciera-postdoc-explores-black-holes-in-bbc-magazine-feature/,Black Holes & Dead Stars,CIERA Stories|External Press,Achievement|Science,2013,,,,
4141,Lakota Stellar STEM Weekend,2019-05-28,https://ciera.northwestern.edu/2019/05/28/lakota-stellar-stem-weekend/,,CIERA Stories,Education|Event|Interdisciplinary|Outreach,2018,43,1190024,"•	WTTW, Sept. 12, 2022",As of 2023-05-09
4150,CIERA Graduate Student Carl Rodriguez Produces Astronomy Film for Jackson Hole Science Media Film Festival,2014-06-30,https://ciera.northwestern.edu/2014/06/30/ciera-graduate-student-carl-rodriguez-produces-astronomy-film-for-jackson-hole-science-media-film-festival/,Black Holes & Dead Stars,CIERA Stories|External Press,Achievement|Interdisciplinary,2013,93,1871562,MSN,
4151,Paper Co-Authored by Ben Farr and Former CIERA Members Reviewed on Astrobites,2014-06-15,https://ciera.northwestern.edu/2014/06/15/paper-co-authored-by-ben-farr-and-former-ciera-members-reviewed-on-astrobites/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press,Achievement|Science,2013,43,2495034,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",
4154,Nine Students Awarded Funding from Weinberg College and Illinois Space Grant,2014-06-01,https://ciera.northwestern.edu/2014/06/01/nine-students-awarded-funding-from-weinberg-college-and-illinois-space-grant/,,CIERA Stories,Achievement|Education|Outreach,2013,,,,
4155,CIERA Graduate Students Morscher and Schwartz Meet with Over 100 2nd Grade Students,2014-05-31,https://ciera.northwestern.edu/2014/05/31/ciera-graduate-students-morscher-and-schwartz-meet-with-over-100-2nd-grade-students/,,CIERA Stories,Education|Event|Outreach,2013,,,,
4160,"CIERA Postdoctoral Fellow Daryl Haggard Participates in a Role Model Panel at ""Futures Unlimited"" Event",2014-05-29,https://ciera.northwestern.edu/2014/05/29/ciera-postdoctoral-fellow-daryl-haggard-participates-in-a-role-model-panel-at-futures-unlimited-event/,,CIERA Stories,Achievement|Event|Outreach,2013,0,,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",
4164,Lindsey Byrne Awarded DOE Graduate Fellowship,2019-06-04,https://ciera.northwestern.edu/2019/06/04/lindsey-byrne-awarded-doe-graduate-fellowship/,Galaxies & Cosmology|Stellar Dynamics & Stellar Populations,CIERA Stories,Achievement,2018,,,,
4167,Prof. Claude-André Faucher-Giguère Named 2019 Scialog Fellow,2019-06-04,https://ciera.northwestern.edu/2019/06/04/prof-claude-andre-faucher-giguere-named-2019-scialog-fellow/,Galaxies & Cosmology|Stellar Dynamics & Stellar Populations,External Press,Achievement,2018,,,,
4170,Database Celebrates the Presence of African American Women in Physics,2019-06-04,https://ciera.northwestern.edu/2019/06/04/database-celebrates-the-presence-of-african-american-women-in-physics/,,External Press,Achievement|Interdisciplinary,2018,10,3535501,,
4172,What Next for Gravitational Wave Detection?,2019-06-04,https://ciera.northwestern.edu/2019/06/04/what-next-for-gravitational-wave-detection/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Science,2018,,,,
4174,Stefan Danilishin Discusses Enhancing Future Gravitational Wave Detectors at CIERA Interdisciplinary Colloquium,2019-03-15,https://ciera.northwestern.edu/2019/03/15/stefan-danilishin-discusses-enhancing-future-gravitational-wave-detectors-at-ciera-interdisciplinary-colloquium/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Event|Interdisciplinary,2018,,,,
4177,Sean Raymond on Solar System Formation at CIERA Interdisciplinary Colloquium,2019-04-01,https://ciera.northwestern.edu/2019/04/01/sean-raymond-on-solar-system-formation-at-ciera-interdisciplinary-colloquium/,,CIERA Stories,Event|Interdisciplinary,2018,,,,
4195,Most-detailed Simulations of Black Hole Solve Longstanding Mystery,2019-06-06,https://ciera.northwestern.edu/2019/06/06/most-detailed-simulations-of-black-hole-solve-longstanding-mystery/,Black Holes & Dead Stars,External Press|Northwestern Press,Science,2018,,,,
4200,Giles Novak Appointed as the New Faculty Director of the Tech Instrument Shop,2014-05-27,https://ciera.northwestern.edu/2014/05/27/giles-novak-appointed-as-the-new-faculty-director-of-the-tech-instrument-shop/,,CIERA Stories,Achievement|Interdisciplinary,2013,70,157901,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
4202,CIERA Postdoctoral Fellow Daryl Haggard Featured in Physics Central Podcast,2014-05-25,https://ciera.northwestern.edu/2014/05/25/ciera-postdoctoral-fellow-daryl-haggard-featured-in-physics-central-podcast/,Black Holes & Dead Stars,CIERA Stories|External Press,Education|Event|Science,2013,,,,
4204,CIERA Research Students and Judges Featured at Northwestern University High School Project Showcase,2014-06-03,https://ciera.northwestern.edu/2014/06/03/ciera-research-students-and-judges-featured-at-northwestern-university-high-school-project-showcase/,,CIERA Stories|External Press,Achievement|Education|Event|Interdisciplinary|Outreach,2013,0,,,
4209,Erik Curiel on Inconsistent Definitions of a Black Hole,2019-05-09,https://ciera.northwestern.edu/2019/05/09/erik-curiel-on-inconsistent-definitions-of-a-black-hole/,,CIERA Stories,Event|Interdisciplinary,2018,72,4578440,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",Included local evening news feature
4225,"""Astronomers uncover first polarized radio signals from gamma-ray burst""",2019-06-19,https://ciera.northwestern.edu/2019/06/19/astronomers-uncover-first-polarized-radio-signals-from-gamma-ray-burst/,Gravitational Waves & Multi-Messenger Astronomy,Northwestern Press,Science,2018,,,,
4234,Fred Rasio Receives 2019 Brouwer Award,2019-06-20,https://ciera.northwestern.edu/2019/06/20/fred-rasio-receives-2019-brouwer-award/,,Northwestern Press,Achievement,2018,,,,
4239,Scientists Gather to Plan Flight of Balloon-borne Telescope,2019-06-14,https://ciera.northwestern.edu/2019/06/14/scientists-gather-to-plan-flight-of-balloon-borne-telescope/,,CIERA Stories,Event|Science,2018,,,,
4242,Monica Gallegos Garcia Wins Ford Foundation Fellowship,2019-06-21,https://ciera.northwestern.edu/2019/06/21/monica-gallegos-garcia-wins-ford-foundation-fellowship/,Gravitational Waves & Multi-Messenger Astronomy|Stellar Dynamics & Stellar Populations,CIERA Stories,Achievement|Data Science & Computing|Interdisciplinary,2018,0,,"•	WTTW, Sept. 12, 2022",
4244,The Challenges and Rewards of Studying Radio Pulsars: a CIERA Interdisciplinary Colloquium by Scott Ransom,2019-05-13,https://ciera.northwestern.edu/2019/05/13/the-challenges-and-rewards-of-studying-radio-pulsars-a-ciera-interdisciplinary-colloquium-by-scott-ransom/,,CIERA Stories,Event|Interdisciplinary,2018,25,1753596,"•	Space.com, June 16, 2022
•	CNET, June 14, 2022
•	IFL Science, June 14, 2022",
4247,The Importance of Out-of-School STEM Learning: a CIERA Interdisciplinary Colloquium by Dennis Schatz,2019-05-29,https://ciera.northwestern.edu/2019/05/29/the-importance-of-out-of-school-stem-learning-a-ciera-interdisciplinary-colloquium-by-dennis-schatz/,,CIERA Stories,Event|Interdisciplinary,2018,101,10780049,"•	WTTW, Sept. 12, 2022",
4254,High School Researcher Takes Gold at State Science Fair,2019-06-21,https://ciera.northwestern.edu/2019/06/21/high-school-researcher-takes-gold-at-state-science-fair/,,CIERA Stories,Achievement|Education,2018,0,,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",
4280,Aprajita Hajela Wins NASA Future Investigator Award,2019-07-10,https://ciera.northwestern.edu/2019/07/10/aprajita-hajela-wins-nasa-future-investigator-award/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Achievement,2018,0,,"•	Space Daily, Aug. 15, 2022",
4283,Northwestern Leads Effort to Detect New Types of Cosmic Events,2019-07-17,https://ciera.northwestern.edu/2019/07/17/northwestern-leads-effort-to-detect-new-types-of-cosmic-events/,Gravitational Waves & Multi-Messenger Astronomy,Northwestern Press,Science,2018,,,,
4291,20 Years of Chandra X-ray Observatory,2019-07-25,https://ciera.northwestern.edu/2019/07/25/20-years-of-chandra-x-ray-observatory/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy|Life & Death of Stars,External Press,Science,2018,,,,
4328,SAGUARO: Using Arizona Telescopes to Observe the Most Dramatic Collisions in Space,2019-08-15,https://ciera.northwestern.edu/2019/08/15/saguaro-using-arizona-telescopes-to-observe-the-most-dramatic-collisions-in-space/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Science,2018,0,,"•	Space Daily, Aug. 15, 2022",
4336,"""Astronomers probably just saw a black hole swallow a dead star""",2019-08-19,https://ciera.northwestern.edu/2019/08/19/astronomers-probably-just-saw-a-black-hole-swallow-a-dead-star/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy,External Press,Science,2018,19,9017092,"WGN TV, Chicago Sun-Times, Fox32 Chicago, WTTW Chicago Tonight",
4354,CIERA Celebrates Apollo 11,2019-07-26,https://ciera.northwestern.edu/2019/07/26/ciera-celebrates-apollo-11/,,CIERA Stories,Event|Outreach,2018,,,,
4357,Grad Student Zach Hafen Turns Summer Camp Students into Gas Molecules,2019-07-18,https://ciera.northwestern.edu/2019/07/18/grad-student-zach-hafen-turns-summer-camp-students-into-gas-molecules/,,CIERA Stories,Education|Event|Outreach,2018,,,,
4359,Observational Astronomers Gather for ‘Hot-wiring the Transient Universe VI’,2019-08-23,https://ciera.northwestern.edu/2019/08/23/observational-astronomers-gather-for-hot-wiring-the-transient-universe-vi/,,CIERA Stories,Data Science & Computing|Event|Interdisciplinary,2018,29,7363982,,
4368,Professor Raffaella Margutti Named CIFAR Azrieli Global Scholar,2019-09-05,https://ciera.northwestern.edu/2019/09/05/professor-raffaella-margutti-named-cifar-azrieli-global-scholar/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy|Life & Death of Stars,CIERA Stories,Achievement,2019,,,,
4373,"""Remember that meteor that lit up Chicago’s night sky two years ago? Scientists are searching for it at the bottom of Lake Michigan.""",2019-08-28,https://ciera.northwestern.edu/2019/08/28/remember-that-meteor-that-lit-up-chicagos-night-sky-two-years-ago-scientists-are-searching-for-it-at-the-bottom-of-lake-michigan/,,External Press,Outreach|Science,2018,,,,
4387,"""Afterglow sheds light on the nature, origin of neutron star collisions""",2019-09-09,https://ciera.northwestern.edu/2019/09/09/afterglow-sheds-light-on-the-nature-origin-of-neutron-star-collisions/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy,Northwestern Press,Science,2019,,,,
4406,Announcing CIERA’s 2019 Summer Undergraduate Researchers,2019-06-01,https://ciera.northwestern.edu/2019/06/01/announcing-cieras-2019-summer-undergraduate-researchers/,,CIERA Stories,Education,2018,4,8814416,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
4411,"""Giant balloon-like structures discovered at center of Milky Way""",2019-09-12,https://ciera.northwestern.edu/2019/09/12/giant-balloon-like-structures-discovered-at-center-of-milky-way/,Black Holes & Dead Stars|Galaxies & Cosmology,External Press|Northwestern Press,Science,2019,,,,
4435,Students in 2019 “High School Summer Research Experience in Astronomy” Present Their Research at Annual Poster Session,2019-08-02,https://ciera.northwestern.edu/2019/08/02/students-in-2019-high-school-summer-research-experience-in-astronomy-present-their-research-at-annual-poster-session/,,CIERA Stories,Education|Event|Outreach,2018,28,34486354,"•	WTTW, Sept. 12, 2022",Included local evening news feature
4458,CIERA Research Students and Judges Featured at Northwestern University High School Project Showcase,2014-06-03,https://ciera.northwestern.edu/2014/06/03/ciera-research-students-and-judges-featured-at-northwestern-university-high-school-project-showcase-2/,,CIERA Stories,Education|Event|Outreach,2013,18,2679870,"WGN TV, Chicago Sun-Times, Fox32 Chicago, WTTW Chicago Tonight",
4460,Josh Bloom Presents CIERA Spring Interdisciplinary Colloquium on Machine Learning in Astronomy,2014-05-08,https://ciera.northwestern.edu/2014/05/08/josh-bloom-presents-ciera-spring-interdisciplinary-colloquium-on-machine-learning-in-astronomy/,,CIERA Stories,Data Science & Computing|Event|Interdisciplinary,2013,30,58891323,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
4468,CIERA Director Vicky Kalogera Featured in Weinberg Magazine Article Encouraging Women in STEM Fields,2014-05-04,https://ciera.northwestern.edu/2014/05/04/ciera-director-vicky-kalogera-featured-in-weinberg-magazine-article-encouraging-women-in-stem-fields/,,CIERA Stories|Northwestern Press,Achievement|Outreach,2013,,,,
4469,Postdoctoral Fellow Haggard talks with Representatives on Capitol Hill as part of HEAD Executive Committee,2014-05-02,https://ciera.northwestern.edu/2014/05/02/postdoctoral-fellow-haggard-talks-with-representatives-on-capitol-hill-as-part-of-head-executive-committee/,,CIERA Stories,Achievement|Outreach,2013,,,,
4471,Undergraduate Student Scotty Coughlin Awarded Fulbright Scholarship,2014-05-01,https://ciera.northwestern.edu/2014/05/01/undergraduate-student-scotty-coughlin-awarded-fulbright-scholarship/,,CIERA Stories,Achievement,2013,33,19439557,MSN,
4472,CIERA Sponsors Poster Session at Northwestern's Computational Research Day,2014-04-30,https://ciera.northwestern.edu/2014/04/30/ciera-sponsors-poster-session-at-northwesterns-computational-research-day/,,CIERA Stories,Event|Interdisciplinary,2013,,,,
4474,CIERA Mentored High-School Student wins First Place in Space Science at the Northeastern Science and Engineering Fair,2014-04-27,https://ciera.northwestern.edu/2014/04/27/ciera-mentored-high-school-student-wins-first-place-in-space-science-at-the-northeastern-science-and-engineering-fair/,Black Holes & Dead Stars,CIERA Stories,Achievement|Event,2013,33,427202,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",
4476,"""LIGO -- A Passion for Understanding"" Documentary Released April 15th",2014-04-25,https://ciera.northwestern.edu/2014/04/25/ligo-a-passion-for-understanding-documentary-released-april-15th/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press,Uncategorized,2013,,,,
4480,Total Lunar Eclipse April 15th,2014-04-20,https://ciera.northwestern.edu/2014/04/20/__trashed-3/,,CIERA Stories,Event|Outreach,2013,,,,
4493,IDEAS Trainees Attend the Grace Hopper Celebration 2019,2019-10-10,https://ciera.northwestern.edu/2019/10/10/ideas-trainees-attend-the-grace-hopper-celebration-2019/,,CIERA Stories,Data Science & Computing|Education|Event|Interdisciplinary,2019,90,90004630,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
4531,"""A star has been flickering for years – and researchers think they've figured out why""",2019-10-31,https://ciera.northwestern.edu/2019/10/31/a-star-has-been-flickering-for-years-and-researchers-think-theyve-figured-out-why/,Life & Death of Stars,External Press,Science,2019,,,,
4534,CIERA Graduate Student Zachary Hafen Featured by Northwestern TGS,2019-11-01,https://ciera.northwestern.edu/2019/11/01/ciera-graduate-student-zachary-hafen-featured-by-northwestern-tgs/,,Northwestern Press,Achievement,2019,,,,
4574,"""‘Are we alone?’ Study refines which exoplanets are potentially habitable""",2019-11-12,https://ciera.northwestern.edu/2019/11/12/are-we-alone-study-refines-which-exoplanets-are-potentially-habitable/,Exoplanets & The Solar System,External Press|Northwestern Press,Science,2019,34,5282289,"•	CNET, Aug. 5, 2022
•	Space.com, Aug. 5, 2022",
4577,Reach for the Stars Teacher Mark Vondracek Wins Physics Teacher’s Award,2019-04-15,https://ciera.northwestern.edu/2019/04/15/reach-for-the-stars-teacher-mark-vondracek-wins-physics-teachers-award/,,CIERA Stories,Achievement|Education,2018,0,,,
4579,IDEAS & CIERA Host NSF Research Traineeship National Meeting,2019-09-30,https://ciera.northwestern.edu/2019/09/30/ideas-ciera-host-nsf-research-traineeship-national-meeting/,,CIERA Stories,Data Science & Computing|Education|Event|Interdisciplinary,2019,82,45834,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",
4591,CIERA Alumna Laura Fissel Begins Faculty Appointment at Queen’s University,2019-09-01,https://ciera.northwestern.edu/2019/09/01/ciera-alumna-laura-fissel-begins-faculty-appointment-at-queens-university/,,CIERA Stories,Achievement,2018,66,17171489,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
4592,STEM Panel Discussion Held at Lincoln Park High School,2019-10-08,https://ciera.northwestern.edu/2019/10/08/stem-panel-discussion-held-at-lincoln-park-high-school/,,CIERA Stories,Education|Event|Outreach,2019,65,275112,,
4594,Dearborn Observatory on View at Open House Chicago 2019,2019-10-21,https://ciera.northwestern.edu/2019/10/21/dearborn-observatory-on-view-at-open-house-chicago-2019/,,CIERA Stories,Event|Outreach,2019,51,16380813,"•	Space Daily, Aug. 15, 2022",Included local evening news feature
4608,Priya Natarajan Presents 11th Annual CIERA Public Lecture,2019-10-25,https://ciera.northwestern.edu/2019/10/25/priya-natarajan-presents-11th-annual-ciera-public-lecture/,Galaxies & Cosmology,CIERA Stories,Event|Outreach,2019,,,,
4619,"CIERA Fifth Annual Public Lecture: Prof. Maria Zuber Introduces the ""New Moon""",2014-04-04,https://ciera.northwestern.edu/2014/04/04/ciera-fifth-annual-public-lecture-prof-maria-zuber-introduces-the-new-moon/,Exoplanets & The Solar System,CIERA Stories,Event|Outreach,2013,4,2941748,MSN,
4636,CIERA’s Vicky Kalogera and Farhad Yusef-Zadeh Named AAAS Fellows,2019-11-26,https://ciera.northwestern.edu/2019/11/26/five-professors-named-aaas-fellows/,,Northwestern Press,Achievement,2019,93,3946937,ANI,
4641,Rate of Neutron Star Binary Mergers From Star Clusters Much Lower than Previously Thought,2019-12-02,https://ciera.northwestern.edu/2019/12/02/rate-of-neutron-star-binary-mergers-much-lower-than-previously-thought/,Black Holes & Dead Stars|Stellar Dynamics & Stellar Populations,CIERA Stories,Science,2019,23,493693,"•	Space Daily, Aug. 15, 2022",
4650,An experiment that solved a 100-year-old mystery posed by Einstein just got up to 50% more powerful by squeezing light,2019-12-09,https://ciera.northwestern.edu/2019/12/09/an-experiment-that-solved-a-100-year-old-mystery-posed-by-einstein-just-got-up-to-50-more-powerful-by-squeezing-light/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Science,2019,0,,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
4656,First Discoveries by the Young Supernova Experiment,2019-12-08,https://ciera.northwestern.edu/2019/12/08/first-discoveries-by-the-young-supernova-experiment/,Life & Death of Stars,External Press,Science,2019,,,,
4658,Faucher-Giguère Named Highly Cited Researcher,2019-12-02,https://ciera.northwestern.edu/2019/12/02/faucher-giguere-named-highly-cited-researcher/,,Northwestern Press,Achievement,2019,,,,
4659,"CIERA Observer's Image Gets ""Starlinked""",2019-11-18,https://ciera.northwestern.edu/2019/11/18/ciera-observers-image-gets-starlinked/,Galaxies & Cosmology,CIERA Stories|External Press,Science,2019,13,45920686,"•	WTTW, Sept. 12, 2022",
4662,Supercomputer Award Granted to CIERA’s Sasha Tchekhovskoy,2019-11-01,https://ciera.northwestern.edu/2019/11/01/supercomputer-award-granted-to-cieras-sasha-tchekhovskoy/,Black Holes & Dead Stars,Northwestern Press,Achievement|Science,2019,6,248739,"ABC7, WBEZ",
